Sentence-IPA	Sentence Orthography	Sentence ID	Dialogue	Notes	Speaker ID	Stress of target	Focus type	Dialect	Dialogue element	File path
vot͡ʃ	Ոչ	sp19_d409_s3_tV_i	sp19_d409_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d409_s3_tV_n	sp19_d409_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «bɑɾɑkɑ» ɡɑɾtɑt͡s	Մարիամը «պարագայ» կարդա՞ց։	sp19_d409_s3_tV_q	sp19_d409_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡoʃiɡi» əsɑv	Մարիամը «կօշիկի» ըսաւ։	sp19_d41_s3_tS_a	sp19_d41_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «ɡoʃiɡi» əsɑv	Ո՞վ «կօշիկի» ըսաւ։	sp19_d41_s3_tS_q	sp19_d41_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃukeɾu» əsɑv	Մարիամը «շուքերու» ըսաւ։	sp19_d410_s3_tO_a	sp19_d410_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d410_s3_tO_q	sp19_d410_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puteɾə» əsɑv	Մարիամը «բութերը» ըսաւ։	sp19_d411_s2_tS_a	sp19_d411_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «puteɾə» əsɑv	Ո՞վ «բութերը» ըսաւ։	sp19_d411_s2_tS_q	sp19_d411_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «puʒelə» əsɑv	Մարիամը «բուժելը» ըսաւ	sp19_d412_s2_tV_a	sp19_d412_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d412_s2_tV_i	sp19_d412_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d412_s2_tV_n	sp19_d412_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «puʒelə» ɡɑɾtɑt͡s	Մարիամը «բուժելը» կարդա՞ց։	sp19_d412_s2_tV_q	sp19_d412_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dupeɾə» əsɑv	Մարիամը «տուփերը» ըսաւ։	sp19_d413_s2_tO_a	sp19_d413_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d413_s2_tO_q	sp19_d413_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «bɑʁoɾen» əsɑv	Մարիամը «պաղօրէն» ըսաւ։	sp19_d414_s1a_tO_a	sp19_d414_s1a_tO		sp19	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d414_s1a_tO_q	sp19_d414_s1a_tO		sp19	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑdidət» əsɑv	Մարիամը «մատիտդ» ըսաւ։	sp19_d415r_s2t_tO_a	sp19_d415r_s2t_tO		sp19	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d415r_s2t_tO_q	sp19_d415r_s2t_tO		sp19	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «mɑdiɡət» əsɑv	Մարիամը «մատիկդ» ըսաւ։	sp19_d415w_s2t_tO_a	sp19_d415w_s2t_tO	misread the word [mɑdidət] as [mɑdiɡət]	sp19	penultimate stress (-ət)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d415w_s2t_tO_q	sp19_d415w_s2t_tO	misread the word [mɑdidət] as [mɑdiɡət]	sp19	penultimate stress (-ət)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑnuti» əsɑv	Մարիամը «խանութի» ըսաւ։	sp19_d416_s3_tS_a	sp19_d416_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «χɑnuti» əsɑv	Ո՞վ «խանութի» ըսաւ։	sp19_d416_s3_tS_q	sp19_d416_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dɑseɾoɾt» əsɑv	Մարիամը «տասերորդ» ըսաւ։	sp19_d417_s1o_tS_a	sp19_d417_s1o_tS		sp19	initial stress (ordinal)	subject focus	WA	answer	data/data-few-issues/WA
ov «dɑseɾoɾt» əsɑv	Ո՞վ «տասերորդ» ըսաւ։	sp19_d417_s1o_tS_q	sp19_d417_s1o_tS		sp19	initial stress (ordinal)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» əsɑv	Մարիամը «խիտօրէն» ըսաւ։	sp19_d418_s1a_tS_a	sp19_d418_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «χidoɾen» əsɑv	Ո՞վ «խիտօրէն» ըսաւ։	sp19_d418_s1a_tS_q	sp19_d418_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «zɑdoɾen» əsɑv	Մարիամը «զատօրէն» ըսաւ	sp19_d419_s1a_tV_a	sp19_d419_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d419_s1a_tV_i	sp19_d419_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d419_s1a_tV_n	sp19_d419_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «zɑdoɾen» ɡɑɾtɑt͡s	Մարիամը «զատօրէն» կարդա՞ց։	sp19_d419_s1a_tV_q	sp19_d419_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡiselu» əsɑv	Մարիամը «կիսելու» ըսաւ։	sp19_d42_s3_tO_a	sp19_d42_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d42_s3_tO_q	sp19_d42_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusi» əsɑv	Մարիամը «Յիսուսի» ըսաւ։	sp19_d420_s3_tS_a	sp19_d420_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «hisusi» əsɑv	Ո՞վ «Յիսուսի» ըսաւ։	sp19_d420_s3_tS_q	sp19_d420_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «bɑɾɑbi» əsɑv	Մարիամը «պարապի» ըսաւ	sp19_d421_s3_tV_a	sp19_d421_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d421_s3_tV_i	sp19_d421_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d421_s3_tV_n	sp19_d421_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «bɑɾɑbi» ɡɑɾtɑt͡s	Մարիամը «պարապի» կարդա՞ց։	sp19_d421_s3_tV_q	sp19_d421_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hisusi» əsɑv	Մարիամը «Յիսուսի» ըսաւ	sp19_d422_s3_tV_a	sp19_d422_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d422_s3_tV_i	sp19_d422_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d422_s3_tV_n	sp19_d422_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hisusi» ɡɑɾtɑt͡s	Մարիամը «Յիսուսի» կարդա՞ց։	sp19_d422_s3_tV_q	sp19_d422_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hɑsɑɡi» əsɑv	Մարիամը «հասակի» ըսաւ	sp19_d423_s3_tV_a	sp19_d423_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d423_s3_tV_i	sp19_d423_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d423_s3_tV_n	sp19_d423_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «hɑsɑɡi» ɡɑɾtɑt͡s	Մարիամը «հասակի» կարդա՞ց։	sp19_d423_s3_tV_q	sp19_d423_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑʃelu» əsɑv	Մարիամը «քաշելու» ըսաւ։	sp19_d424_s3_tS_a	sp19_d424_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «kɑʃelu» əsɑv	Ո՞վ «քաշելու» ըսաւ։	sp19_d424_s3_tS_q	sp19_d424_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» əsɑv	Մարիամը «խիտօրէն» ըսաւ	sp19_d425_s1a_tV_a	sp19_d425_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d425_s1a_tV_i	sp19_d425_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d425_s1a_tV_n	sp19_d425_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» ɡɑɾtɑt͡s	Մարիամը «խիտօրէն» կարդա՞ց։	sp19_d425_s1a_tV_q	sp19_d425_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «desɑɡi» əsɑv	Մարիամը «տեսակի» ըսաւ։	sp19_d426_s3_tS_a	sp19_d426_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «desɑɡi» əsɑv	Ո՞վ «տեսակի» ըսաւ։	sp19_d426_s3_tS_q	sp19_d426_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χidoɾen» əsɑv	Մարիամը «խիտօրէն» ըսաւ։	sp19_d427_s1a_tO_a	sp19_d427_s1a_tO		sp19	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d427_s1a_tO_q	sp19_d427_s1a_tO		sp19	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡə» əsɑv	Մարիամը «փափուկը» ըսաւ	sp19_d428_s2_tV_a	sp19_d428_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d428_s2_tV_i	sp19_d428_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d428_s2_tV_n	sp19_d428_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡə» ɡɑɾtɑt͡s	Մարիամը «փափուկը» կարդա՞ց։	sp19_d428_s2_tV_q	sp19_d428_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hododɑ» əsɑv	Մարիամը «հոտոտայ» ըսաւ։	sp19_d429_s3_tS_a	sp19_d429_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «hododɑ» əsɑv	Ո՞վ «հոտոտայ» ըսաւ։	sp19_d429_s3_tS_q	sp19_d429_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hododɑ» əsɑv	Մարիամը «հոտոտայ» ըսաւ։	sp19_d429r_s3_tS_a	sp19_d429r_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «hododɑ» əsɑv	Ո՞վ «հոտոտայ» ըսաւ։	sp19_d429r_s3_tS_q	sp19_d429r_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑt͡soɾen» əsɑv	Մարիամը «բացօրէն» ըսաւ։	sp19_d43_s1a_tO_a	sp19_d43_s1a_tO		sp19	initial stress (adverb)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d43_s1a_tO_q	sp19_d43_s1a_tO		sp19	initial stress (adverb)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dɑseɾoɾt» əsɑv	Մարիամը «տասերորդ» ըսաւ։	sp19_d430_s1o_tO_a	sp19_d430_s1o_tO		sp19	initial stress (ordinal)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d430_s1o_tO_q	sp19_d430_s1o_tO		sp19	initial stress (ordinal)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑʃɑɡət» əsɑv	Մարիամը «ճաշակդ» ըսաւ	sp19_d431_s2t_tV_a	sp19_d431_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d431_s2t_tV_i	sp19_d431_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d431_s2t_tV_n	sp19_d431_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «d͡ʒɑʃɑɡət» ɡɑɾtɑt͡s	Մարիամը «ճաշակդ» կարդա՞ց։	sp19_d431_s2t_tV_q	sp19_d431_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡudeɾə» əsɑv	Մարիամը «կուտերը» ըսաւ	sp19_d432_s2_tV_a	sp19_d432_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d432_s2_tV_i	sp19_d432_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d432_s2_tV_n	sp19_d432_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ɡudeɾə» ɡɑɾtɑt͡s	Մարիամը «կուտերը» կարդա՞ց։	sp19_d432_s2_tV_q	sp19_d432_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃɑdoɾen» əsɑv	Մարիամը «շատօրէն» ըսաւ։	sp19_d433_s1a_tS_a	sp19_d433_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «ʃɑdoɾen» əsɑv	Ո՞վ «շատօրէն» ըսաւ։	sp19_d433_s1a_tS_q	sp19_d433_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «desɑɡi» əsɑv	Մարիամը «տեսակի» ըսաւ։	sp19_d434_s3_tO_a	sp19_d434_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d434_s3_tO_q	sp19_d434_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «diɡini» əsɑv	Մարիամը «տիկինի» ըսաւ	sp19_d435_s3_tV_a	sp19_d435_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d435_s3_tV_i	sp19_d435_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d435_s3_tV_n	sp19_d435_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «diɡini» ɡɑɾtɑt͡s	Մարիամը «տիկինի» կարդա՞ց։	sp19_d435_s3_tV_q	sp19_d435_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑɡelə» əsɑv	Մարիամը «քակելը» ըսաւ։	sp19_d436_s2_tS_a	sp19_d436_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «kɑɡelə» əsɑv	Ո՞վ «քակելը» ըսաւ։	sp19_d436_s2_tS_q	sp19_d436_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pobiɡi» əsɑv	Մարիամը «բոպիկի» ըսաւ	sp19_d437_s3_tV_a	sp19_d437_s3_tV		sp19	final stress	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d437_s3_tV_i	sp19_d437_s3_tV		sp19	final stress	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d437_s3_tV_n	sp19_d437_s3_tV		sp19	final stress	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «pobiɡi» ɡɑɾtɑt͡s	Մարիամը «բոպիկի» կարդա՞ց։	sp19_d437_s3_tV_q	sp19_d437_s3_tV		sp19	final stress	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑpɑɡi» əsɑv	Մարիամը «փափակի» ըսաւ։	sp19_d438w_s3_tS_a	sp19_d438w_s3_tS	misread the word [pɑpuɡi] as [pɑpɑɡi]	sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «pɑpɑɡi» əsɑv	Ո՞վ «փափակի» ըսաւ։	sp19_d438w_s3_tS_q	sp19_d438w_s3_tS	misread the word [pɑpuɡi] as [pɑpɑɡi]	sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tuɾeɾət» əsɑv	Մարիամը «դուռերդ» ըսաւ։	sp19_d439w_s2t_tS_a	sp19_d439w_s2t_tS	misread the word [uteɾoɾt] as [tuɾeɾət]	sp19	penultimate stress (-ət)	subject focus	WA	answer	data/data-few-issues/WA
ov «tuɾeɾət» əsɑv	Ո՞վ «դուռերդ» ըսաւ։	sp19_d439w_s2t_tS_q	sp19_d439w_s2t_tS	misread the word [uteɾoɾt] as [tuɾeɾət]	sp19	penultimate stress (-ət)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dupeɾə» əsɑv	Մարիամը «տուփերը» ըսաւ։	sp19_d44_s2_tS_a_0	sp19_d44_s2_tS	wrong focus	sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «dupeɾə» əsɑv	Ո՞վ «տուփերը» ըսաւ։	sp19_d44_s2_tS_q	sp19_d44_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃɑbiɡi» əsɑv	Մարիամը «շապիկի» ըսաւ։	sp19_d440_s3_tO_a	sp19_d440_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d440_s3_tO_q	sp19_d440_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑt͡ʃelu» əsɑv	Մարիամը «խաչելու» ըսաւ։	sp19_d441_s3_tS_a	sp19_d441_s3_tS		sp19	final stress	subject focus	WA	answer	data/data-few-issues/WA
ov «χɑt͡ʃelu» əsɑv	Ո՞վ «խաչելու» ըսաւ։	sp19_d441_s3_tS_q	sp19_d441_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «hinoɾen» əsɑv	Մարիամը «հինօրէն» ըսաւ։	sp19_d442_s1a_tS_a	sp19_d442_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	answer	data/data-few-issues/WA
ov «hinoɾen» əsɑv	Ո՞վ «հինօրէն» ըսաւ։	sp19_d442_s1a_tS_q	sp19_d442_s1a_tS		sp19	initial stress (adverb)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾə» əsɑv	Մարիամը «շիշերը» ըսաւ	sp19_d443_s2_tV_a	sp19_d443_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d443_s2_tV_i	sp19_d443_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d443_s2_tV_n	sp19_d443_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «ʃiʃeɾə» ɡɑɾtɑt͡s	Մարիամը «շիշերը» կարդա՞ց։	sp19_d443_s2_tV_q	sp19_d443_s2_tV		sp19	penultimate stress (-ə)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dɑpɑdət» əsɑv	Մարիամը «տաբատդ» ըսաւ	sp19_d444_s2t_tV_a	sp19_d444_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d444_s2t_tV_i	sp19_d444_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d444_s2t_tV_n	sp19_d444_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «dɑpɑdət» ɡɑɾtɑt͡s	Մարիամը «տաբատդ» կարդա՞ց։	sp19_d444_s2t_tV_q	sp19_d444_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «kɑt͡ʃoɾen» əsɑv	Մարիամը «քաջօրէն» ըսաւ	sp19_d445_s1a_tV_a	sp19_d445_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d445_s1a_tV_i	sp19_d445_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d445_s1a_tV_n	sp19_d445_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «kɑt͡ʃoɾen» ɡɑɾtɑt͡s	Մարիամը «քաջօրէն» կարդա՞ց։	sp19_d445_s1a_tV_q	sp19_d445_s1a_tV		sp19	initial stress (adverb)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡi» əsɑv	Մարիամը «փափուկի» ըսաւ։	sp19_d446_s3_tO_a	sp19_d446_s3_tO		sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə «pɑpuɡi» əsɑv	Մարիամը «փափուկի» ըսաւ։	sp19_d446_s3_tO_a_r	sp19_d446_s3_tO	repeated	sp19	final stress	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d446_s3_tO_q	sp19_d446_s3_tO		sp19	final stress	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «ɡɑbiɡəs» əsɑv	Մարիամը «կապիկս» ըսաւ։	sp19_d447_s2s_tO_a	sp19_d447_s2s_tO		sp19	penultimate stress (-əs)	object focus	WA	answer	data/data-few-issues/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d447_s2s_tO_q	sp19_d447_s2s_tO		sp19	penultimate stress (-əs)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «χɑnutət» əsɑv	Մարիամը «խանութդ» ըսաւ	sp19_d448_s2t_tV_a	sp19_d448_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	answer	data/data-few-issues/WA
vot͡ʃ	Ոչ	sp19_d448_s2t_tV_i	sp19_d448_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	interjection	data/data-few-issues/WA
t͡ʃəɡɑɾtɑt͡s	չկարդաց։	sp19_d448_s2t_tV_n	sp19_d448_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	negation	data/data-few-issues/WA
mɑɾjɑmə «χɑnutət» ɡɑɾtɑt͡s	Մարիամը «խանութդ» կարդա՞ց։	sp19_d448_s2t_tV_q	sp19_d448_s2t_tV		sp19	penultimate stress (-ət)	verb focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tɑtiɡə» əsɑv	Մարիամը «թաթիկը» ըսաւ։	sp19_d449_s2_tO_a_0	sp19_d449_s2_tO	wrong focus	sp19	penultimate stress (-ə)	object focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
mɑɾjɑmə int͡ʃ əsɑv	Մարիամը ի՞նչ ըսաւ։	sp19_d449_s2_tO_q	sp19_d449_s2_tO		sp19	penultimate stress (-ə)	object focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «dupeɾə» əsɑv	Մարիամը «տուփերը» ըսաւ։	sp19_d44r_s2_tS_a	sp19_d44r_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	answer	data/data-few-issues/WA
ov «dupeɾə» əsɑv	Ո՞վ «տուփերը» ըսաւ։	sp19_d44r_s2_tS_q	sp19_d44r_s2_tS		sp19	penultimate stress (-ə)	subject focus	WA	question	data/data-few-issues/WA
mɑɾjɑmə «tɑdelu» əsɑv	Մարիամը «դատելու» ըսաւ։	sp19_d45_s3_tS_a_0	sp19_d45_s3_tS	wrong focus	sp19	final stress	subject focus	WA	answer	data/data-severe-issues/focus-wrong-intonation/WA
ov «tɑdelu» əsɑv	Ո՞վ «դատելու» ըսաւ։	sp19_d45_s3_tS_q	sp19_d45_s3_tS		sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
ov «tɑdelu» əsɑv	Ո՞վ «դատելու» ըսաւ։	sp19_d45_s3_tS_q_r1	sp19_d45_s3_tS	repeated	sp19	final stress	subject focus	WA	question	data/data-few-issues/WA
